track_genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,std_dev,avg_popularity
acoustic,0.05095667456080677,-0.19519876364439226,-0.14836574099134636,-0.09715405422082596,0.13950689811304434,0.00364981175598746,-0.06326703621269472,0.6789713434978096,0.7056401450773571
afrobeat,-0.025080821212052084,-0.04847157441058959,0.07389708426902585,0.0526345540461593,0.038949653900099586,-0.10049329472690369,0.0016686649168776212,0.5580715220124967,0.388782786957055
alt-rock,0.010424622977822113,-0.08198240674935899,-0.004980115861867868,-0.04146117078568837,-0.004836242395819427,-0.022441936911057326,0.03882271885054972,0.46104663548505115,0.5560072188250136
alternative,-0.005142181970494502,0.025121571767571276,0.03950872512071975,-0.11101016993560024,-0.0791748851972968,-0.01547963102753722,0.0055756917711896,0.46293734136818865,0.38769645892103094
ambient,0.03864871774301576,0.04651426946032005,0.07983770319010446,-0.04193873085101418,-0.009910670601833363,-0.12444726531874001,-0.07570405000438658,1.3120984094034074,0.7355667303278257
anime,-0.010541482864084057,0.049528586528454,0.07313637263170347,-0.06887688033402757,-0.11228056353674767,-0.044863793498399855,-0.08708433119243647,1.048100710886892,0.8158323550540536
black-metal,0.14247741054299384,-0.08291227744380944,0.06652065139795897,-0.09473310924649397,0.0387720461163734,-0.003512865565011981,-0.0900597570676107,0.5421481829198825,0.3546160180821054
bluegrass,0.04388355950138964,-0.11288435505545255,-0.020427774172126528,0.01677254711483105,0.05749169363619346,-0.07891669197352426,-0.07953121287703577,0.643440277750671,0.411157640215163
blues,-0.10853429725289959,0.13449103916436989,0.06831233078823927,-0.052893771014505556,-0.37213707072113045,0.13782049726863518,-0.05163424639753613,0.6474853765920073,0.5077357069016872
brazil,-0.031234372191286806,-0.014143864592112379,0.12289870905098987,0.07392555429237767,0.0007576108915353575,-0.2059641328908041,0.0761842515797179,0.5277177319599164,0.7439594904771083
breakbeat,-0.24806913221400967,0.05917692065202529,0.06945881141904917,-0.03101646012892416,-0.008660110331172973,0.006207923138275582,0.0492263091765935,0.5643939889727537,0.31386119531126805
british,0.08708450691237345,0.12211540942863087,0.2118209193159851,-0.03297126068959986,-0.0847815747158557,-0.22457456587541183,0.020814543888188184,0.9487838677682212,0.7287508979727717
cantopop,-0.012255983266210089,-0.03669750435260131,0.09466679113875193,0.0002984814852963051,0.14281597184682168,-0.014456296143972551,-0.11376103710502858,0.5519055222938495,0.5699542690939674
chicago-house,-0.021631911408991567,-0.05169763194593746,0.02764794309656946,-0.06531195002414328,0.017664462070836492,-0.07927603335963024,0.059048165955844,0.5952407090737771,0.17747446253044347
children,0.16034294090808976,-0.2286091297474681,-0.14396283456578696,-0.08790743503528597,0.09343023604403711,-0.083177189441991,-0.04871640978841961,0.8017357846865425,0.5753508664342157
chill,0.04958740309977056,-0.038450168553006474,-0.07343431870782409,0.09654079810515699,-0.0007493944657933157,-0.0005283982700865144,0.059422372518033624,0.7612704949354906,0.9013193629211711
classical,0.21120410645014573,0.4113492219106643,0.3259618428322777,0.14779850423062416,-0.32919920410390835,-0.27573032915395584,0.03533800828813358,1.1985270581496505,0.19001979920452752
club,0.04191829824174608,0.01815782824815668,0.12611140888984057,-0.1965278153086075,-0.007515685874961803,-0.05069602310188477,-0.08069385721366566,0.627738653385617,0.5454067597638113
comedy,0.37361203724970793,-0.11230137750041798,0.19916970436408984,-0.43288337809256455,-0.48173969537720135,0.05741946025083309,-0.40481989419204145,0.8326897811950987,0.3927951921223696
country,0.05810128127501422,-0.003789032958580793,-0.1282115536429086,0.054248989048582226,-0.01136500777560331,0.05032627809009515,-0.007791819951249737,0.5478740673877341,0.2596324006097454
dance,-0.04412008826943185,-0.11964011309010356,-0.02061548125612732,-0.04105309832951022,0.14701371165738897,-0.021750048187789434,-0.06564336355210611,0.33769553202274716,0.35883868028665045
dancehall,0.0007547075984790086,-0.012297696305232786,0.006781056712007099,-0.04029158605672516,0.043352596336662136,0.09637745940310403,-0.038611561831971467,0.44030119680016294,0.5476670229355387
death-metal,0.06000638226941199,-0.050160139825861344,0.072193454250504,-0.10409395036522029,0.045230726154710785,-0.04375195202518528,-0.1268618733821184,0.4288139501412889,0.5249242198587774
deep-house,-0.13440265991495906,-0.057095367616559166,0.038844472205625584,-0.038236130544264696,0.13630493400295624,-0.14204890030050432,-0.0022570345544574407,0.460052029350886,0.7463774464282584
detroit-techno,0.001301717297033221,-0.08209769896361188,-0.0015670890967993043,-0.025380790704075222,0.11077337520328075,-0.0972562286700913,0.0121745081926778,0.6699311210542553,0.15706200830515304
disco,0.0833501823264031,-0.16321745473915397,-0.2635254466163255,-0.07357469755326067,-0.007570481042824307,0.010265050213012949,-0.09494826522641496,0.6206165088789184,0.5486307010320115
disney,0.006832436141786374,0.18194539276090765,0.20170341481734902,-0.016471667793158118,-0.18874237334661007,-0.22590707284139097,0.07602920828152664,1.1378111123422232,0.4437474812958842
drum-and-bass,-0.15635918804355836,-0.02833681456403212,0.1477406217796017,-0.09362896420983906,0.15659455505122194,-0.26828049106646507,-0.042463822397991034,0.4684995598542856,0.42834615317225305
dub,-0.22483436006594754,0.15665341070485042,0.2957837283087548,-0.030394271347377797,-0.02231376353046655,-0.15309059590411808,-0.033213556993590534,0.5607063417764566,0.662817794754087
dubstep,0.030770332553017237,-0.022566666115691924,0.07783916580597304,0.013114115050826502,-0.04019252190337309,-0.09337719777342181,-0.06935993334732506,0.4810537239247043,0.7027315893680024
edm,-0.015661507504614113,-0.18332982085387947,-0.05415460926100798,0.025445524128206706,0.17538449433409292,0.021055596168286783,0.017837643623056874,0.3661504549724624,0.5750880451351776
electro,-0.006327040973691731,-0.12697132036950762,-0.047762738742105244,-0.027498935293473577,0.061104445859899555,0.033957528637090506,-0.021666987026487856,0.4604907467858088,0.5933628861282918
electronic,0.034226917124939416,-0.0034347943692959074,0.02431900276511541,0.017342672722515398,-0.02688409567910244,0.04524116454634324,-0.020785660914425463,0.6282585664239008,0.7379146005992325
emo,0.15269000003192548,-0.24199095339683602,-0.13532202880830468,0.05753297936251774,0.13245050916876694,0.04626838790439675,-0.10433918424876873,0.5617093401286412,0.8045485606153522
folk,0.018471178471308226,-0.0769288333161032,-0.07575224828383983,0.023684186924648222,0.14671639089913002,0.13701861093926535,-0.04328003107063325,0.6389103933104082,0.6271967480244598
forro,-0.04846810745463963,0.0558970268280756,0.08592002336815795,-0.08363833833879511,0.016793212314738057,0.01652529387135662,0.006765209640919611,0.425224643228082,0.6941285721794894
french,0.08996462715493322,0.06626192547844718,0.0763902721972182,-0.19565895406917316,-0.09354739767763547,0.06677445308416116,-0.04052248565032487,0.8205069919194262,0.6808298144481628
funk,0.3298474004058262,0.044311382778839316,0.23483123896000327,0.3284923881503957,0.025992498356747024,-0.04332264952440967,0.01975628985119599,0.5505954224278916,0.5276049971089658
garage,0.2041589581347102,-0.23070005686429607,-0.17421001982049641,-0.12498948174023579,0.11608123748647459,0.08107582448590213,-0.1260167952134906,0.5676206561925855,0.678481944176756
german,0.09102754350688706,0.09981496148209927,0.12241715222278791,0.14964308793881592,-0.20104348679613226,-0.09241853058544687,-0.0008763311846292892,1.3473337835891595,0.429993166646225
gospel,-0.08636166494981258,0.03148468493005763,0.05507917561144708,-0.07823205512201245,-0.04503899292653178,-0.017722371615588525,0.021871314038393548,0.4995573710194575,0.6908520666514815
goth,-0.05618887498067233,-0.00999478505238302,0.06803348448129257,-0.08425331687286765,-0.02890252741816671,-0.016510902150260225,-0.045162616872371976,0.5736042319119108,0.46787447654757935
grindcore,-0.03627722893715947,-0.024647055002225436,-0.00809875260335285,-0.03023072959036349,0.010869250096166887,-0.007542417091206087,-0.021808673729627817,0.5474908996633298,0.21752842850384596
groove,0.03182093675092702,0.17557927159777723,0.1273508765657312,0.018367943148867253,-0.17888147728514175,0.046306132554174866,-0.07383967042375411,0.4865901561861757,0.6240253710160673
grunge,0.05491375250034246,-0.06843480904507084,-0.05673343021242779,-0.07112928954499934,0.009523460303671976,-0.018882967326655897,-0.1383283232573534,0.42984369430516534,0.8302349622413401
guitar,0.013056343355068742,-0.10680247134426048,-0.04957465149072705,0.10916076062147212,0.06771833398891136,0.21255254874745128,-0.09124812988859177,1.059135998586519,0.47861510696826864
happy,-0.1123435209947978,0.03605106803257806,0.09969017581599623,0.03324728649277871,0.03216670379056202,-0.18241786324379214,0.015989651306583665,0.5511614773816113,0.3417728172691115
hard-rock,-0.07608586103316842,-0.11376368424218018,-0.07555495843918562,-0.05912223199478798,0.016692327332853814,0.061513387869787835,-0.09535855040527341,0.5259882696749761,0.7107563996986315
hardcore,0.16522819736708633,-0.10256125956042918,0.07034160188413921,0.15989030741718063,0.0850585734348629,0.02668246417532365,0.012660945285179435,0.5515274999388856,0.593888528726368
hardstyle,-0.19631163552625647,-0.08453261096656271,0.10191568628807467,-0.06899412777465654,0.02879339393508905,-0.15360710337431568,-0.027426540189878505,0.37925481190887345,0.42775042489443343
heavy-metal,0.07446195253496089,-0.09556568153636032,-0.11603525292012279,-0.11252547879786676,-0.016123072996730867,-0.05437729610447952,-0.11947029427580698,0.4836045960738297,0.4207944211798924
hip-hop,-0.27501818718550025,0.06826317788287112,-0.09884120042617962,0.03612371524361678,0.2798009072466818,0.07156893995616198,-0.009398798683836038,0.4017296867280701,0.6228689573002997
honky-tonk,0.007971170708916899,-0.0489274448050906,0.016639749571856252,0.021848541989832913,0.014129044495022216,-0.04761754425080898,-0.1024801375764239,0.5323392874509293,0.24784048499290384
house,-0.023069812336762995,-0.18496289325051588,-0.0479287556688648,-0.03465286853765428,0.11833541298615699,0.022270707825947793,2.6764926739700842e-05,0.34942977849143075,0.5597392812713542
idm,0.0731139338865993,-0.015082417979847359,0.027513684610823097,-0.06592875348117386,0.024724098021099882,-0.05583919579924968,-0.030855967973071326,0.9899014560983296,0.23752036865067544
indian,-0.030560262308778143,0.0516946629153116,0.11932456914346717,-0.11708628114491604,0.07268837679475622,-0.1525242401986057,0.011482192277826464,0.6672757294299713,0.8292712841448671
indie-pop,-0.03801782603566946,-0.04818568125377108,-0.09400906694636783,0.024225476881178393,0.03570983493514691,0.19121821499850497,0.002336670752570088,0.5786675924958579,0.6736460322744555
indie,0.09510431568435125,-0.14554813376862394,-0.12108358768943447,0.06285794524332122,0.11993446164715714,0.15121461415991017,0.06679582118940104,0.6062288797933739,0.6427732903474497
industrial,0.09764646954802966,-0.12468045798389825,0.0624894709162406,0.033456311063606595,0.03269579944512924,-0.15650744107966424,-0.04368039634287178,0.5151836425455801,0.5051600581711142
iranian,-0.25512414563731883,-0.2458536872428781,-0.3122775585421063,-0.13746827385882196,0.14459925904888693,0.2176927761521555,-0.10204765387415121,1.3784171504048695,0.0
j-dance,0.08511315145167517,-0.06423263316386192,-0.009937617665567583,-0.2017106888364313,-0.09104491435460371,0.1066955031647689,-0.061444075931046956,0.47412658968553867,0.42832863175231717
j-idol,-0.03271837215285927,0.06697519051804918,0.046184025159683104,0.06663630375684476,-0.05999211996476055,0.029845305582678137,-0.02574047326803575,0.4164072952952709,0.3941793842973034
j-pop,0.1752026398508978,0.40191738754754747,0.355515437707433,0.1598787723118497,-0.37638907188191756,-0.07134648510128049,0.13932579162972616,0.6399476506285522,0.6821614423632891
j-rock,-0.03774077801441789,0.04512614139857801,0.175105095024153,0.047869751856543276,-0.09850736163212417,0.04312666342036687,-0.1256460119591185,0.5933599229924792,0.6737686822140065
jazz,0.1621449366403033,0.12391146654073804,0.02859957161739808,0.0022872091798649265,-0.15380796497156846,0.1880659192088185,-0.026828413249533816,0.7605086487497913,0.20005957282778195
k-pop,-0.08108854335881012,0.24964017647753908,0.3582586206348356,-0.045708563037744385,-0.23667908289832668,-0.011875785934633596,0.06139466290237595,0.5430298350966678,0.9581763706130744
kids,-0.016890958344107733,-0.05120877663932873,0.0340566104807979,-0.03436670163474359,0.10867426727567091,0.05783660701001408,0.10167661573909566,0.6351080368736145,0.22213656194698017
latin,0.07492622782112293,0.01794435718334384,0.0215421149913125,0.0397664175902127,-0.0800499837859638,0.00816258707200551,-0.02467582026561769,0.40807583244536116,0.10665288314965046
latino,0.007222429648752393,-0.14197471872395753,-0.08957155120131646,-0.008430961871114915,0.0917438748895265,0.04295900350263134,-0.0037514057139931035,0.3708094688845815,0.4108072118164456
malay,-0.01307860770399382,-0.007806172771549072,0.031673847110824126,0.024177581557458243,0.0757495007757779,0.03473907226902641,-0.06844986755192645,0.5249842895301,0.49319292835491385
mandopop,0.04193653854192875,0.025869717210726777,0.12916590725267277,-0.04175301876502689,0.030434658162124,-0.015125308047147672,-0.08267409588754829,0.4867007279900369,0.7501795945543426
metal,0.05218335608209572,-0.09416983185690132,0.020639978182423965,-0.02928333836859113,0.009272982772905272,-0.09191816976978166,-0.03112421413302236,0.42048841599885955,0.7270513202389921
metalcore,0.13790233021710316,-0.09124129590090187,0.014606355643493888,-0.09641729148791638,0.028266576932766824,-0.0074603489276082,-0.06209322319261631,0.3127563618185051,0.7230564364936134
minimal-techno,-0.09714324082649828,-0.1722449522093873,-0.08254882703155626,-0.10379819859667691,0.0878089677569327,-0.025987019628643294,-0.030789252665304086,0.5093924624272318,0.5573914109999474
mpb,0.0064794640352957966,0.024172327221814078,0.0674176178387375,0.0049289547325461905,-0.054071615966654385,-0.11037565925854124,0.09404739790705965,0.5593176836959428,0.6760114239657982
new-age,0.13036914300967228,0.23966408158530705,0.1863338947396378,-0.054783323597193664,-0.2112273547226046,-0.08145021176919134,-0.064564696830812,0.972879403319027,0.47053773237783186
opera,0.05486504391384565,0.09228677413544158,-0.010522619170171834,-0.007549475914696004,-0.1724716484352213,0.0700648770461603,-0.06930293647343741,1.104483996706994,0.39267254218281844
pagode,-0.2621882407351963,-0.015989424323698872,-0.1429495538603755,-0.07434436712091029,0.33392022823155953,-0.009456014302473337,0.20114504920519152,0.4203596534159629,0.737441522260964
party,0.05463126889700397,-0.16177854700228136,-0.14693588216390754,-0.003883413089595754,0.04321312698368673,0.06174379383638518,-0.07590597441295989,0.3738419230488944,0.3289120950361817
piano,0.0860086778838726,-0.06672230145255233,-0.14239080083725916,-0.0027004042281861596,0.026075218656449663,0.03636902485372096,-0.03486357003685607,1.5766490022806445,0.754524906698439
pop-film,0.10720033786449731,0.005606450180764412,0.02555672705226576,-0.03334206084124958,-0.1019847352970924,-0.009577676239683348,-0.16426503303491324,0.5123363147097743,1.0
pop,0.011249430387458756,0.045212084185735246,0.035452446841268005,-0.004558408915688318,0.08829081923701833,-0.10173792640295787,-0.028886906045489057,0.4860496050790397,0.7948767368107512
power-pop,0.1075891507069662,-0.10907535202607418,-0.07306054592953452,-0.0727187696284033,0.04452606104465167,-0.04644588875278331,-0.0321333758897928,0.5627910514660062,0.4325688153767981
progressive-house,0.0441714173875969,-0.07300351924298878,0.050493078626012954,-0.01369096627650445,0.08001729334118492,-0.07444277995511224,0.009077657751220084,0.40791610641706616,0.7780386522523786
psych-rock,-0.06293418928706536,-0.12498106359749872,-0.14738744788632924,0.031132791885346272,0.11864431927653947,0.10692613322026816,0.09566849583624763,0.7223502830229621,0.7108089639584392
punk-rock,0.01333102473162058,-0.00746060275598565,0.0818837115996124,0.030839723944929426,-0.06375357551255012,0.013357784055885932,-0.06595711663899237,0.5155180088457593,0.6312266746097104
punk,-0.02625992263002207,0.023457663967422413,0.1184624886397876,0.024753009848612367,-0.03913723314895388,0.013617546674723476,-0.020038620634282304,0.489423570440466,0.6321903527061832
r-n-b,0.0909937295871709,0.008164952046724076,-0.013781505963441788,0.02711434475818493,-0.25018358890940345,-0.017571133357154118,0.06932974365076479,0.5557229975867578,0.6040859951290452
reggae,-0.10309214053500228,-0.20289775422286638,-0.23218501312068685,-0.10069464938601487,0.06739645803111359,0.044412059775907106,0.07583762934642899,0.38444217727470303,0.3227445552187549
reggaeton,0.02749190364947702,-0.12045308684218876,-0.08969921203930907,-0.031113106963673653,0.016237649595172078,0.05519283273519071,0.001437492241857212,0.3356062365714608,0.37930369877174847
rock-n-roll,-0.06688072158755635,-0.13428109939168317,-0.15038586999921258,-0.22047063924788823,-0.10572586922656481,0.04315291096998504,-0.04841721232701598,0.6140809693550457,0.5646102360135266
rock,0.06969079224211958,-0.04346133589617103,-0.06510958178144025,0.04126654705699836,-0.06254561193574734,0.009925966195164105,-0.0035012227410228815,0.4975963245267856,0.2942021621432201
rockabilly,-0.20267945076958513,-0.2195698144588645,-0.31352686219883424,-0.15637103095560734,0.02988325499224118,0.046966316669037535,-0.07809490472350339,0.6335782659945514,0.5132023899216793
romance,0.02540559084116954,0.13408424881991785,0.08033646715057673,-0.08362275462145355,-0.17897928585370163,-0.0342581978924901,0.004206674793612464,0.7424101634827972,0.018134669633627108
sad,0.10650234974975274,-0.009758076573078088,-0.058360673950284075,0.12746288609982903,0.010778554031492436,0.015480059128684472,0.06918806051175604,0.7588152893037946,0.8790321167627424
salsa,0.0005829123073608182,-0.08290885015792365,-0.05845280458999535,0.05910543881598095,-0.05195713855157295,-0.011914538907363156,0.033581466573826706,0.5224317401573698,0.4530338338618961
samba,0.05172319659286659,-0.02018989040337463,-0.0468047107289731,-0.09500616099482075,0.08528925324634187,-0.07858806097190896,0.11223642763604606,0.5514502584059128,0.6415643123718746
sertanejo,-0.04140981997590904,0.032534073013779204,0.021951836033644662,0.10283752589530105,0.05752058179715377,0.0077895395554167845,0.04788031073656133,0.43060377804639816,0.799957948592154
show-tunes,0.12100124749978426,0.09905639659470857,0.11774995329185271,0.05560657752116131,-0.24391974913527606,-0.08411991963462159,-0.10102640118635162,0.8095283458222319,0.5087519492579677
singer-songwriter,0.13171679391193145,-0.15658912341004033,-0.17529927217194188,-0.053624727162220484,0.16906619035082213,0.061849284642163604,0.0040778803420285946,0.6596266595729998,0.6238151139768366
ska,0.0010962960957395138,0.21096590803349893,0.17990963239282867,0.008401947808135326,-0.05778447813965637,-0.10208650572255547,0.06915017012005067,0.5074091422024914,0.5767350586091495
sleep,-0.34852393709153523,-0.19162409447903483,-0.40613974762711025,-0.05699271570627127,0.05034175308401671,0.32002167257072694,-0.1423235887832196,1.416509336859246,0.5757713805126767
songwriter,0.13171679391193125,-0.15658912341003997,-0.17529927217194227,-0.05362472716222063,0.1690661903508226,0.06184928464216373,0.004077880342028823,0.6596266595729998,0.6238151139768366
soul,0.1474658541714387,-0.005236717381444203,0.11153650119523206,0.13958102631569078,-0.07321287461903621,0.09352108418228795,-0.06941914025876053,0.535603848424805,0.30811416957230214
spanish,0.10268104876285357,-0.039473854368549784,0.058018188256124134,-0.06518014159554032,-0.08012104607543627,-0.0490089702484321,-0.10477869578792888,0.5111773468870608,0.6257249487498466
study,0.01890148634081034,-0.23506329753373273,-0.23312829402138768,-0.012823698769079529,0.143656455770238,0.07858573112815563,-0.014664820485992701,0.6568425338812862,0.4187268936274596
swedish,0.12918677823754593,0.23520070680520594,0.2205505195027568,0.020479629941729006,-0.2132756487594455,-0.03298282539439849,0.017819837735402376,0.6120805500461884,0.6126364480577504
synth-pop,0.06534258801783978,-0.025113120733611313,-0.00011931234564373987,-0.007861065805649202,0.039634433411402194,0.0336594389773413,-0.06869862735272236,0.5747358577578329,0.6021411175161635
tango,-0.10593934502562602,0.11877684981502626,0.034249518428514515,0.07895925640984316,-0.04115655965651338,-0.17187910679118315,0.13750080082116786,0.6146481977941602,0.30944579748742834
techno,0.01680410924069479,-0.08957033486440026,-0.07423514853168978,-0.020588914707377903,-0.02542271206281468,0.057282419552526456,-0.012389555403600871,0.5817792239719468,0.6453489390780229
trance,-0.11048806892434841,-0.0022988829368274706,0.03336043168067785,-0.06229868178662456,0.03699919597232535,-0.082940611298253,0.001560908465681303,0.4278632093451315,0.6206963012282514
trip-hop,-0.01326360744828255,-0.08538877832156255,-0.05603096801319125,-0.1283110597120288,0.05767321013690835,0.17600102669401743,-0.08094555363922662,0.6017073181249798,0.5650657929318592
turkish,0.01754551735485516,-0.014102660054876252,-0.009700289421766296,0.016813947097989706,-0.01930730538449972,0.15041891611319522,-0.0038835551904099455,0.5817907827966508,0.6743644104918263
world-music,0.19673811439464128,0.2400815755652619,0.4557175124184998,-0.09601783179131476,-0.3624586176269522,-0.47947676073475953,0.005641801718875337,1.0408561882355978,0.6949520789164754
